user_enc,seq_item_ids,seq_item_cats,seq_merchant_ids,seq_service_types,seq_price_bin,seq_time_of_day,seq_weekday,seq_weather_enc,seq_weather_lvl,seq_promo_main_enc,seq_promo_delv_enc,seq_disc_pct,seq_cashback_pct,seq_subtotal,seq_total_spend,seq_is_weekend,seq_is_holiday,segment_enc,kecamatan_enc_merchant,avg_session_duration,total_orders,user_total_spend,user_avg_price,user_median_price,voucher_count,voucher_rate,avg_voucher_pct,total_cashback,recency_days,seq_length,unique_items,unique_merchants,voucher_usage_ratio,target_discount
595,"[nan, nan, nan, nan, nan, nan, nan, nan, 837.0, nan, 183.0]","[nan, nan, nan, nan, nan, nan, nan, nan, 2.0, nan, 0.0]","[305, 186, 320, 204, 263, 320, 320, 320, 92, 303, 306]","[1, 1, 2, 1, 1, 2, 2, 0, 1, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'medium']","['morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[5, 4, 1, 5, 4, 6, 1, 6, 5, 2, 3]","[3, 3, 0, 3, 3, 2, 0, 0, 3, 2, 3]","['hot', 'hot', 'hot', 'cool', 'normal', 'normal', 'normal', 'normal', 'normal', 'normal', 'cool']","[51, 27, 51, 51, 51, 51, 19, 34, 45, 36, 51]","[nan, 12.0, nan, nan, 29.0, nan, nan, nan, nan, 29.0, 33.0]","[0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.2, 0.2, 0.15, 0.1, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[150998, 75379, 0, 241837, 162370, 0, 0, 0, 29807, 59238, 34298]","[161055.53, 64072.15, 5000.0, 249116.57, 162370.0, 5000.0, 5000.0, 5000.0, 36029.51, 53314.2, 34298.0]","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,4.0,1309.090909090909,11,780255.96,68538.81818181818,34298.0,3,0.2727272727272727,0.07272727272727274,0.0,2,11,11,8,0.2727272727272727,0
596,"[nan, nan, nan, nan, nan, nan, nan, nan, 141.0, 190.0, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, 7.0, 2.0, nan, nan, nan, nan, nan]","[320, 320, 100, 320, 320, 320, 320, 320, 307, 79, 87, 320, 320, 43, 320]","[2, 2, 1, 2, 0, 2, 2, 2, 1, 1, 1, 0, 2, 1, 0]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[5, 0, 0, 0, 2, 6, 6, 3, 1, 5, 6, 4, 5, 5, 2]","[3, 1, 3, 2, 3, 1, 2, 3, 3, 0, 3, 0, 2, 0, 1]","['hot', 'hot', 'normal', 'cool', 'normal', 'cool', 'normal', 'cool', 'hot', 'hot', 'normal', 'normal', 'hot', 'cool', 'hot']","[51, 51, 25, 13, 51, 21, 51, 51, 51, 23, 51, 32, 51, 51, 51]","[nan, nan, 33.0, nan, nan, nan, nan, nan, nan, 17.0, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 164915, 0, 0, 0, 0, 0, 49809, 145126, 153742, 0, 0, 158185, 0]","[5000.0, 5000.0, 148423.5, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 57083.29, 145126.0, 164408.87, 5000.0, 5000.0, 166290.23, 5000.0]","[1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,0.0,1112.7272727272727,15,731331.89,44785.13333333333,0.0,1,0.06666666666666667,0.030000000000000002,14512.6,1,15,15,6,0.06666666666666667,0
597,"[412.0, nan, nan, nan, nan]","[1.0, nan, nan, nan, nan]","[225, 320, 156, 10, 201]","[1, 0, 1, 1, 1]","['low', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'afternoon', 'afternoon', 'afternoon', 'evening']","[2, 6, 2, 2, 1]","[0, 0, 3, 0, 3]","['normal', 'hot', 'hot', 'hot', 'normal']","[51, 51, 20, 51, 51]","[nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.05, 0.0, 0.0]","[21072, 0, 94081, 95765, 111758]","[24730.64, 5000.0, 97961.06, 101260.73, 115040.6]","[0, 1, 0, 0, 0]","[0, 0, 0, 0, 0]",2,4.0,1040.0,5,343993.03,64535.2,94081.0,0,0.0,0.0,4704.05,22,5,5,5,0.0,0
598,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 835.0, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, nan, nan, nan, nan, nan, nan]","[320, 309, 208, 320, 320, 320, 293, 30, 257, 117, 320, 133, 33, 160, 320, 320, 216, 320]","[2, 1, 1, 0, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 0, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[2, 3, 0, 2, 4, 0, 5, 3, 3, 6, 0, 5, 6, 4, 2, 4, 3, 6]","[0, 3, 0, 3, 3, 0, 0, 0, 3, 0, 3, 3, 3, 3, 0, 0, 3, 3]","['cool', 'normal', 'hot', 'normal', 'hot', 'normal', 'hot', 'normal', 'cool', 'normal', 'normal', 'hot', 'normal', 'normal', 'normal', 'hot', 'hot', 'hot']","[51, 17, 44, 51, 51, 51, 49, 51, 10, 15, 15, 51, 3, 51, 37, 6, 51, 51]","[nan, 56.0, 14.0, nan, nan, nan, nan, nan, nan, nan, 17.0, nan, nan, nan, 47.0, nan, nan, nan]","[0.0, 0.2, 0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.1, 0.15, 0.0, 0.0, 0.0, 0.15, 0.2, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 187533, 178126, 0, 0, 0, 98129, 128890, 95564, 102542, 0, 33424, 144596, 184535, 0, 0, 145474, 0]","[5000.0, 157533.0, 160313.4, 5000.0, 5000.0, 5000.0, 93478.49, 139801.39, 104655.1, 97876.58, 5000.0, 43445.98, 149354.1, 195845.65, 5000.0, 5000.0, 151745.09, 5000.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,21.0,981.8181818181819,18,1334048.78,72156.27777777778,64494.0,4,0.2222222222222222,0.05555555555555555,24016.0,1,18,18,11,0.2222222222222222,0
599,"[nan, nan, nan, nan, 220.0, nan, 856.0, nan, nan, nan, nan]","[nan, nan, nan, nan, 6.0, nan, 5.0, nan, nan, nan, nan]","[320, 320, 101, 191, 237, 320, 119, 25, 117, 238, 320]","[0, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening']","[6, 1, 6, 3, 3, 3, 0, 1, 2, 3, 2]","[3, 3, 3, 3, 2, 3, 1, 1, 0, 0, 3]","['normal', 'hot', 'hot', 'normal', 'cool', 'normal', 'normal', 'hot', 'cool', 'hot', 'normal']","[51, 51, 51, 14, 51, 51, 4, 51, 27, 51, 51]","[nan, nan, nan, nan, nan, nan, 29.0, nan, nan, 47.0, nan]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.15, 0.0, 0.2, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 83408, 87076, 59672, 0, 28558, 254775, 65879, 81666, 0]","[5000.0, 5000.0, 86887.34, 85469.78, 68046.16, 5000.0, 24274.3, 258058.85, 56666.88, 81666.0, 5000.0]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4.0,589.0909090909091,11,681069.31,60094.0,59672.0,3,0.2727272727272727,0.04090909090909091,0.0,0,11,11,8,0.2727272727272727,0
600,"[nan, nan, 898.0, nan, nan, nan, nan, nan, nan]","[nan, nan, 6.0, nan, nan, nan, nan, nan, nan]","[320, 320, 3, 283, 320, 156, 270, 225, 320]","[0, 2, 1, 1, 2, 1, 1, 1, 2]","['unknown', 'unknown', 'low', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[4, 3, 2, 2, 0, 0, 5, 4, 0]","[3, 3, 3, 3, 3, 0, 2, 1, 0]","['normal', 'normal', 'normal', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal']","[4, 51, 21, 44, 51, 51, 51, 28, 7]","[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1, 0.0, 0.15, 0.15, 0.0, 0.0, 0.0, 0.1, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 15228, 184818, 0, 128423, 70751, 134539, 0]","[5000.0, 5000.0, 20999.4, 163759.39, 5000.0, 140006.72, 81912.98, 124062.77, 5000.0]","[0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4.0,1112.7272727272727,9,550741.26,59306.555555555555,15228.0,3,0.3333333333333333,0.06666666666666667,0.0,5,9,9,6,0.3333333333333333,2
601,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 615.0, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, nan, nan]","[320, 320, 320, 320, 243, 320, 101, 320, 4, 175, 75, 320, 320, 143, 320, 226]","[0, 2, 2, 0, 1, 2, 1, 2, 1, 1, 1, 0, 0, 1, 0, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown']","['night', 'night', 'night', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening']","[2, 5, 2, 3, 0, 6, 3, 2, 5, 0, 5, 2, 5, 5, 0, 3]","[3, 0, 3, 3, 3, 0, 3, 3, 3, 3, 0, 0, 1, 0, 2, 1]","['hot', 'normal', 'normal', 'hot', 'normal', 'hot', 'hot', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal', 'normal', 'hot', 'hot']","[4, 51, 51, 51, 51, 51, 51, 48, 51, 17, 28, 51, 45, 51, 51, 51]","[47.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 56.0, 29.0]","[0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.15, 0.0, 0.1, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 214672, 0, 117743, 0, 119184, 107110, 64600, 0, 0, 40851, 0, 95691]","[5000.0, 5000.0, 5000.0, 5000.0, 225759.42, 5000.0, 123719.82, 5000.0, 124206.92, 89380.46, 62451.1, 5000.0, 5000.0, 52211.91, 5000.0, 95691.0]","[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10.0,1145.4545454545455,16,818420.63,47490.6875,0.0,2,0.125,0.034375,0.0,0,16,16,8,0.125,0
602,"[nan, nan, nan, nan, nan, nan, 376.0, 154.0, 8.0, nan, nan, 743.0, nan, nan, nan, nan, 715.0, nan]","[nan, nan, nan, nan, nan, nan, 5.0, 3.0, 1.0, nan, nan, 6.0, nan, nan, nan, nan, 1.0, nan]","[320, 320, 259, 320, 25, 164, 40, 269, 104, 160, 71, 316, 320, 320, 320, 226, 34, 180]","[2, 0, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 0, 2, 1, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'medium', 'medium', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[2, 4, 5, 1, 2, 4, 5, 2, 3, 6, 2, 2, 3, 1, 0, 3, 0, 0]","[3, 3, 1, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 0, 2, 2]","['hot', 'normal', 'normal', 'hot', 'cool', 'hot', 'hot', 'normal', 'normal', 'cool', 'hot', 'hot', 'cool', 'hot', 'cool', 'cool', 'hot', 'cool']","[4, 51, 51, 51, 15, 51, 2, 51, 51, 51, 51, 51, 19, 51, 51, 48, 51, 9]","[nan, nan, nan, nan, nan, nan, 9.0, nan, nan, nan, nan, nan, nan, 17.0, 2.0, nan, nan, nan]","[0.1, 0.0, 0.0, 0.0, 0.2, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0]","[0, 0, 100832, 0, 223857, 41589, 74865, 48760, 55286, 73266, 92023, 42744, 0, 0, 0, 183839, 26476, 119400]","[5000.0, 5000.0, 105972.85, 5000.0, 200299.25, 50947.32, 67378.5, 56402.75, 65775.06, 76371.79, 103032.28, 51601.58, 5000.0, 5000.0, 5000.0, 188485.48, 31963.49, 99045.03]","[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,13.0,981.8181818181819,18,1127275.38,60163.166666666664,45752.0,3,0.16666666666666666,0.03888888888888889,27575.85,0,18,18,13,0.16666666666666666,3
603,"[nan, 298.0, nan, nan, nan, nan, 868.0, nan]","[nan, 8.0, nan, nan, nan, nan, 3.0, nan]","[320, 13, 54, 63, 320, 232, 193, 320]","[2, 1, 1, 1, 2, 1, 1, 2]","['unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[0, 6, 2, 0, 4, 6, 1, 3]","[1, 2, 1, 3, 3, 0, 1, 0]","['normal', 'hot', 'hot', 'normal', 'hot', 'normal', 'normal', 'hot']","[51, 6, 51, 38, 51, 6, 51, 2]","[nan, nan, nan, nan, nan, 12.0, nan, nan]","[0.0, 0.1, 0.0, 0.15, 0.0, 0.15, 0.0, 0.2]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 30050, 257835, 173914, 0, 64311, 27870, 0]","[5000.0, 34381.97, 266117.99, 156698.34, 5000.0, 54664.35, 31380.67, 5000.0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",2,5.0,960.0,8,558243.3200000001,69247.5,28960.0,3,0.375,0.075,0.0,3,8,8,6,0.375,3
604,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 77.0, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, nan, nan, nan, nan]","[320, 320, 83, 275, 305, 320, 320, 320, 8, 144, 41, 320, 1, 320]","[2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[3, 5, 6, 4, 4, 6, 1, 1, 2, 5, 2, 4, 2, 0]","[3, 0, 1, 3, 3, 1, 1, 3, 3, 0, 0, 3, 0, 0]","['normal', 'normal', 'hot', 'hot', 'normal', 'normal', 'normal', 'hot', 'normal', 'hot', 'normal', 'hot', 'hot', 'normal']","[51, 51, 51, 51, 51, 51, 37, 51, 51, 51, 51, 26, 32, 22]","[17.0, nan, nan, nan, nan, nan, 17.0, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.1, 0.1, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05]","[0, 0, 65348, 70635, 145452, 0, 0, 0, 269975, 54972, 69701, 0, 140331, 0]","[5000.0, 5000.0, 75164.41, 79414.66, 149165.69, 5000.0, 5000.0, 5000.0, 274874.63, 65351.43, 74757.49, 5000.0, 135633.62, 5000.0]","[0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,6.0,523.6363636363636,14,889361.9299999999,58315.28571428572,27486.0,1,0.07142857142857142,0.024999999999999998,0.0,2,14,14,8,0.07142857142857142,0
605,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[320, 320, 146, 53, 320, 152, 320, 320, 320, 320, 320, 320, 320]","[2, 2, 1, 1, 2, 1, 0, 0, 2, 2, 2, 0, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[4, 5, 2, 1, 6, 4, 5, 6, 3, 1, 4, 4, 1]","[0, 0, 3, 3, 0, 3, 3, 3, 3, 2, 3, 1, 0]","['hot', 'hot', 'normal', 'normal', 'normal', 'cool', 'hot', 'normal', 'hot', 'normal', 'normal', 'hot', 'hot']","[51, 35, 51, 9, 28, 51, 16, 48, 51, 51, 30, 49, 51]","[nan, nan, nan, 2.0, 17.0, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.15, 0.0, 0.1, 0.15, 0.0, 0.15, 0.0, 0.0, 0.0, 0.1, 0.2, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 46890, 119435, 0, 67901, 0, 0, 0, 0, 0, 0, 0]","[5000.0, 5000.0, 53803.61, 107491.5, 5000.0, 73735.57, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",2,5.0,1120.0,13,285030.68,18017.384615384617,0.0,1,0.07692307692307693,0.06538461538461539,0.0,3,13,13,4,0.07692307692307693,0
606,"[nan, nan, nan, nan, 265.0, 200.0, 670.0, nan, 880.0, 331.0, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 2.0, 9.0, 1.0, nan, 5.0, 2.0, nan, nan, nan, nan, nan]","[218, 320, 38, 111, 39, 220, 161, 268, 263, 125, 130, 320, 225, 123, 320]","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'high', 'medium', 'medium', 'unknown', 'low', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[1, 6, 0, 3, 4, 2, 3, 1, 0, 0, 6, 2, 3, 6, 1]","[3, 2, 3, 3, 3, 3, 3, 0, 1, 3, 3, 3, 0, 3, 3]","['normal', 'normal', 'hot', 'hot', 'hot', 'normal', 'cool', 'hot', 'normal', 'normal', 'normal', 'hot', 'hot', 'hot', 'normal']","[17, 41, 51, 47, 15, 51, 51, 21, 51, 51, 51, 33, 14, 51, 51]","[nan, 14.0, nan, nan, nan, nan, nan, 2.0, nan, nan, nan, nan, nan, nan, nan]","[0.15, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.2, 0.0, 0.0]","[0.0, 0.15, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[33507, 0, 79042, 60514, 138223, 31621, 25178, 129683, 21297, 97102, 139348, 0, 142635, 113724, 0]","[34210.74, 5000.0, 87881.66, 66008.74, 131788.23, 40452.09, 34219.46, 103746.4, 28519.65, 106926.89, 145639.49, 5000.0, 118665.35, 123314.82, 5000.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",1,4.0,1243.6363636363637,15,1036373.52,67458.26666666666,60514.0,4,0.26666666666666666,0.05666666666666667,3025.7,0,15,15,13,0.26666666666666666,0
607,"[nan, nan, nan, 338.0, nan, 562.0, nan, nan, 740.0, nan, nan, nan, 336.0, nan]","[nan, nan, nan, 4.0, nan, 9.0, nan, nan, 2.0, nan, nan, nan, 9.0, nan]","[320, 320, 320, 219, 320, 138, 320, 320, 46, 320, 320, 320, 57, 33]","[2, 2, 0, 1, 0, 1, 2, 0, 1, 0, 2, 0, 1, 1]","['unknown', 'unknown', 'unknown', 'high', 'unknown', 'medium', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'low', 'unknown']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[3, 0, 3, 3, 0, 0, 2, 0, 6, 1, 2, 0, 6, 1]","[3, 0, 1, 0, 1, 3, 0, 1, 1, 3, 3, 0, 1, 0]","['cool', 'cool', 'cool', 'normal', 'hot', 'hot', 'normal', 'normal', 'cool', 'hot', 'hot', 'cool', 'hot', 'hot']","[43, 51, 4, 51, 19, 51, 51, 51, 51, 51, 51, 11, 35, 51]","[nan, nan, 47.0, nan, nan, nan, nan, nan, nan, nan, nan, 12.0, nan, nan]","[0.1, 0.0, 0.2, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.15, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 121262, 0, 53547, 0, 0, 57546, 0, 0, 0, 21339, 166208]","[5000.0, 5000.0, 5000.0, 123959.09, 5000.0, 63381.21, 5000.0, 5000.0, 63234.96, 5000.0, 5000.0, 5000.0, 26579.45, 172904.32]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,14.0,818.1818181818181,14,495059.03,29993.0,0.0,1,0.07142857142857142,0.06071428571428572,0.0,0,14,14,6,0.07142857142857142,0
608,"[nan, nan, nan, nan, 654.0, 309.0, nan, 329.0, nan, 461.0, nan, nan, nan]","[nan, nan, nan, nan, 2.0, 6.0, nan, 9.0, nan, 5.0, nan, nan, nan]","[320, 17, 320, 51, 133, 35, 51, 279, 320, 13, 111, 320, 190]","[0, 1, 0, 1, 1, 1, 1, 1, 2, 1, 1, 0, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'medium', 'low', 'unknown', 'high', 'unknown', 'medium', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[4, 1, 4, 6, 1, 0, 5, 0, 0, 2, 6, 6, 2]","[0, 0, 3, 3, 0, 3, 0, 1, 3, 3, 0, 3, 1]","['hot', 'normal', 'hot', 'normal', 'cool', 'normal', 'normal', 'normal', 'cool', 'hot', 'normal', 'hot', 'normal']","[13, 51, 36, 51, 51, 12, 51, 43, 44, 28, 51, 16, 51]","[nan, nan, nan, nan, nan, 12.0, nan, nan, 29.0, nan, nan, nan, nan]","[0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.1, 0.15, 0.2, 0.0, 0.2, 0.0]","[0.05, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 144994, 0, 144895, 49774, 22254, 116720, 105530, 0, 30228, 79309, 0, 251835]","[5000.0, 149661.36, 5000.0, 151796.51, 58612.68, 22254.0, 126211.5, 102800.65, 5000.0, 34592.96, 85646.3, 5000.0, 259855.52]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6.0,1309.090909090909,13,1011431.48,72733.76923076923,49774.0,2,0.15384615384615385,0.06153846153846154,2225.4,0,13,13,9,0.15384615384615385,0
