order_id,user_id,order_timestamp,service_type,merchant_id,item_ids,price_subtotal,delivery_fee_before,delivery_fee_after,voucher_discount_pct,voucher_discount_amt,voucher_cashback_pct,voucher_cashback_amt,free_delivery_flag,promo_id_main,promo_id_delivery,total_spend
T05587,U00488,2025-06-13 09:53:31,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P059,,5000.0
T05588,U00069,2025-06-01 20:04:01,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,1,P025,P034,5000.0
T05589,U00356,2025-06-01 14:41:30,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,1,P047,P034,5000.0
T05590,U00634,2025-06-16 16:08:34,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05591,U00704,2025-06-23 08:34:53,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05592,U00712,2025-06-23 21:26:21,GoFood,M00261,I00030,21251,11137.62,11137.62,10,2125.1,0,0.0,0,P006,,30263.52
T05593,U00075,2025-06-07 08:51:42,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,1,P020,P048,5000.0
T05594,U00471,2025-06-03 16:40:12,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05595,U00087,2025-06-21 16:19:09,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05596,U00552,2025-06-16 18:28:53,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05597,U00348,2025-06-08 07:29:27,GoFood,M00314,I00809|I00706|I00426,114879,7604.63,0.0,0,0.0,0,0.0,1,,P057,114879.0
T05598,U00414,2025-06-07 04:14:56,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05599,U00513,2025-06-20 14:14:26,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05600,U00674,2025-06-06 13:19:41,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P053,,5000.0
T05601,U00743,2025-06-06 19:24:07,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05602,U00312,2025-06-08 09:52:01,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P053,,5000.0
T05603,U00372,2025-06-05 08:58:32,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05604,U00278,2025-06-20 07:03:18,GoFood,M00318,I00106|I00382|I00115,133460,9158.86,9158.86,0,0.0,0,0.0,0,,,142618.86
T05605,U00399,2025-06-23 20:01:50,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,1,P055,P030,5000.0
T05606,U00662,2025-06-15 11:13:25,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05607,U00193,2025-06-18 08:01:21,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05608,U00569,2025-06-05 19:02:35,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P034,5000.0
T05609,U00149,2025-06-19 06:24:55,GoRide,,,0,0.0,0.0,0,0.0,10,0.0,1,P049,P015,5000.0
T05610,U00658,2025-06-27 20:09:27,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05611,U00798,2025-06-18 18:10:13,GoFood,M00140,I00870|I00450,87144,9308.47,0.0,0,0.0,10,8714.4,1,P019,P013,87144.0
T05612,U00717,2025-06-17 17:10:59,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05613,U00616,2025-06-13 14:43:41,GoFood,M00132,I00150|I00149,73247,11564.84,11564.84,0,0.0,0,0.0,0,,,84811.84
T05614,U00569,2025-06-10 20:26:34,GoFood,M00195,I00770|I00576|I00356,123057,6390.65,6390.65,0,0.0,0,0.0,0,,,129447.65
T05615,U00540,2025-06-10 19:22:19,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05616,U00381,2025-06-04 08:11:00,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05617,U00076,2025-06-15 18:58:44,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P015,5000.0
T05618,U00457,2025-06-20 21:20:11,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05619,U00433,2025-06-26 11:59:26,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05620,U00583,2025-06-21 14:20:30,GoFood,M00168,I00520|I00101|I00380,89201,2655.73,2655.73,15,13380.15,0,0.0,0,P036,,78476.58
T05621,U00025,2025-06-09 17:25:41,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P009,,5000.0
T05622,U00175,2025-06-18 16:13:14,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05623,U00521,2025-06-18 14:04:07,GoFood,M00046,I00723,52603,10663.8,10663.8,0,0.0,5,2630.15,0,P026,,63266.8
T05624,U00626,2025-06-29 09:02:37,GoFood,M00301,I00361|I00379,104177,10762.35,10762.35,15,15626.55,0,0.0,0,P043,,99312.8
T05625,U00650,2025-06-08 23:55:56,GoFood,M00234,I00320|I00401|I00412,201420,2610.27,2610.27,0,0.0,0,0.0,0,,,204030.27
T05626,U00278,2025-06-19 10:01:27,GoFood,M00084,I00148|I00610|I00665,89792,8115.43,8115.43,0,0.0,0,0.0,0,,,97907.43
T05627,U00282,2025-06-21 22:15:41,GoFood,M00297,I00313,18685,3559.47,3559.47,0,0.0,0,0.0,0,,,22244.47
T05628,U00492,2025-06-06 07:33:55,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05629,U00146,2025-06-23 05:35:51,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,1,,P010,5000.0
T05630,U00074,2025-06-07 21:02:32,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05631,U00242,2025-06-01 13:15:36,GoFood,M00271,I00760,20389,6633.96,6633.96,0,0.0,0,0.0,0,,,27022.96
T05632,U00441,2025-06-17 18:50:44,GoFood,M00089,I00395|I00460|I00408,147786,3124.74,3124.74,0,0.0,0,0.0,0,,,150910.74
T05633,U00727,2025-06-13 13:35:29,GoFood,M00317,I00034|I00074,87224,8965.59,8965.59,0,0.0,0,0.0,0,,,96189.59
T05634,U00111,2025-06-08 22:20:49,GoFood,M00158,I00871|I00307|I00535,234358,11370.48,11370.48,0,0.0,0,0.0,0,,,245728.48
T05635,U00284,2025-06-01 11:48:47,GoFood,M00152,I00692|I00133|I00318,93943,7640.47,0.0,10,9394.3,0,0.0,1,P053,P013,84548.7
T05636,U00070,2025-06-08 23:53:31,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P032,,5000.0
T05637,U00382,2025-06-30 22:12:41,GoFood,M00030,I00227|I00092|I00461,190285,6983.05,6983.05,0,0.0,0,0.0,0,,,197268.05
T05638,U00293,2025-06-10 20:53:54,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05639,U00294,2025-06-13 16:32:50,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05640,U00736,2025-06-17 21:33:23,GoFood,M00252,I00313,18685,9576.73,9576.73,20,3737.0,0,0.0,0,P022,,24524.73
T05641,U00622,2025-06-21 14:45:03,GoFood,M00219,I00759|I00216|I00518,145977,10530.43,10530.43,10,14597.7,0,0.0,0,P035,,141909.73
T05642,U00212,2025-06-11 10:09:12,GoFood,M00083,I00019,56830,10969.87,10969.87,20,11366.0,0,0.0,0,P008,,56433.87
T05643,U00067,2025-06-02 19:38:33,GoFood,M00315,I00887|I00696,131956,4051.83,0.0,20,26391.2,0,0.0,1,P025,P015,105564.8
T05644,U00486,2025-06-13 20:18:55,GoFood,M00232,I00438|I00563|I00654,128628,10465.08,10465.08,10,12862.8,0,0.0,0,P036,,126230.28
T05645,U00103,2025-06-17 08:36:47,GoRide,,,0,0.0,0.0,0,0.0,15,0.0,0,P047,,5000.0
T05646,U00277,2025-06-09 22:16:54,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05647,U00176,2025-06-17 20:16:45,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05648,U00790,2025-06-11 09:18:50,GoFood,M00266,I00124|I00900|I00118,251088,10305.62,10305.62,0,0.0,10,25108.8,0,P024,,261393.62
T05649,U00502,2025-06-21 13:56:37,GoFood,M00168,I00034|I00016,165358,8227.42,8227.42,0,0.0,0,0.0,0,,,173585.42
T05650,U00123,2025-06-30 18:59:27,GoFood,M00208,I00739|I00648|I00199,110076,10878.5,10878.5,0,0.0,0,0.0,0,,,120954.5
T05651,U00213,2025-06-20 06:14:54,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05652,U00122,2025-06-07 13:49:56,GoFood,M00199,I00178|I00395,96593,8358.5,8358.5,15,14488.95,0,0.0,0,P033,,90462.55
T05653,U00390,2025-06-04 13:07:01,GoFood,M00072,I00646,51879,9676.33,0.0,10,5187.9,0,0.0,1,P035,P018,46691.1
T05654,U00188,2025-06-07 06:09:17,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05655,U00153,2025-06-25 19:12:47,GoFood,M00077,I00200|I00020,97167,2626.25,2626.25,15,14575.05,0,0.0,0,P006,,85218.2
T05656,U00767,2025-06-02 20:16:36,GoFood,M00032,I00260,21039,10800.66,10800.66,0,0.0,0,0.0,0,,,31839.66
T05657,U00492,2025-06-03 23:58:40,GoFood,M00040,I00093|I00020,96615,6426.63,6426.63,0,0.0,0,0.0,0,,,103041.63
T05658,U00782,2025-06-17 02:53:51,GoFood,M00094,I00798,31508,7762.58,0.0,0,0.0,15,4726.2,1,P047,P013,31508.0
T05659,U00426,2025-06-27 04:57:09,GoFood,M00015,I00836|I00580,96047,7671.95,7671.95,20,19209.4,0,0.0,0,P046,,84509.55
T05660,U00789,2025-06-30 18:32:48,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05661,U00683,2025-06-26 18:59:48,GoFood,M00155,I00826|I00087,115698,2943.09,0.0,0,0.0,15,17354.7,1,P047,P034,115698.0
T05662,U00686,2025-06-18 15:36:06,GoFood,M00250,I00897|I00241,61827,8548.62,8548.62,0,0.0,0,0.0,0,,,70375.62
T05663,U00361,2025-06-09 11:08:37,GoFood,M00257,I00682|I00112|I00590,101980,4144.17,4144.17,10,10198.0,0,0.0,0,P009,,95926.17
T05664,U00700,2025-06-21 19:15:33,GoFood,M00267,I00521|I00834,137707,6864.39,6864.39,0,0.0,0,0.0,0,,,144571.39
T05665,U00258,2025-06-25 16:55:49,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05666,U00398,2025-06-20 23:27:18,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05667,U00763,2025-06-02 09:23:26,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05668,U00389,2025-06-17 11:56:24,GoFood,M00027,I00649,45646,8538.8,8538.8,0,0.0,0,0.0,0,,,54184.8
T05669,U00280,2025-06-18 20:58:52,GoFood,M00255,I00322|I00570|I00159,135695,4855.8,0.0,0,0.0,0,0.0,1,,P013,135695.0
T05670,U00165,2025-06-05 19:50:37,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P038,,5000.0
T05671,U00479,2025-06-21 18:50:30,GoFood,M00265,I00874,50260,9321.48,9321.48,0,0.0,0,0.0,0,,,59581.48
T05672,U00679,2025-06-25 17:57:30,GoFood,M00057,I00689|I00128|I00445,103134,10660.46,10660.46,0,0.0,0,0.0,0,,,113794.46
T05673,U00784,2025-06-17 09:23:53,GoRide,,,0,0.0,0.0,0,0.0,5,0.0,1,P014,P030,5000.0
T05674,U00755,2025-06-15 12:44:05,GoFood,M00173,I00618,94110,11102.08,11102.08,0,0.0,0,0.0,0,,,105212.08
T05675,U00753,2025-06-28 06:39:48,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P027,,5000.0
T05676,U00089,2025-06-18 19:21:07,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,1,P006,P010,5000.0
T05677,U00015,2025-06-10 06:25:07,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05678,U00079,2025-06-27 14:18:49,GoFood,M00175,I00057|I00602|I00699,206008,6424.72,0.0,0,0.0,0,0.0,1,,P018,206008.0
T05679,U00585,2025-06-18 22:57:00,GoFood,M00006,I00637,27507,10088.23,10088.23,0,0.0,0,0.0,0,,,37595.23
T05680,U00585,2025-06-01 17:06:20,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05681,U00108,2025-06-14 17:40:36,GoFood,M00216,I00706|I00590,62813,4275.49,4275.49,0,0.0,0,0.0,0,,,67088.49
T05682,U00219,2025-06-26 12:17:41,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P035,,5000.0
T05683,U00360,2025-06-27 06:41:10,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,0,P055,,5000.0
T05684,U00640,2025-06-17 13:16:43,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P044,,5000.0
T05685,U00630,2025-06-03 17:28:35,GoFood,M00152,I00089|I00611|I00133,62065,7451.75,7451.75,10,6206.5,0,0.0,0,P012,,63310.25
T05686,U00311,2025-06-29 06:43:02,GoFood,M00125,I00200|I00389,99279,11395.05,0.0,0,0.0,5,4963.95,1,P037,P048,99279.0
T05687,U00132,2025-06-19 09:12:00,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05688,U00734,2025-06-24 13:21:24,GoFood,M00041,I00377|I00651,131918,6092.68,6092.68,0,0.0,0,0.0,0,,,138010.68
T05689,U00418,2025-06-08 18:13:56,GoFood,M00284,I00763,31666,4077.84,4077.84,0,0.0,15,4749.9,0,P014,,35743.84
T05690,U00764,2025-06-26 23:49:10,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05691,U00236,2025-06-13 22:31:36,GoFood,M00020,I00495|I00540|I00554,61821,4115.76,4115.76,0,0.0,0,0.0,0,,,65936.76
T05692,U00272,2025-06-05 09:41:34,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,1,P016,P048,5000.0
T05693,U00720,2025-06-13 16:45:21,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P044,,5000.0
T05694,U00288,2025-06-10 17:01:50,GoFood,M00036,I00146,55298,11412.66,11412.66,0,0.0,0,0.0,0,,,66710.66
T05695,U00750,2025-06-02 19:38:02,GoFood,M00210,I00494|I00574,66953,4139.4,4139.4,0,0.0,0,0.0,0,,,71092.4
T05696,U00179,2025-06-09 15:09:05,GoFood,M00170,I00006|I00341,39523,10899.4,10899.4,0,0.0,0,0.0,0,,,50422.4
T05697,U00779,2025-06-11 15:30:26,GoFood,M00116,I00460|I00078|I00632,184524,3261.24,0.0,10,18452.4,0,0.0,1,P023,P015,166071.6
T05698,U00580,2025-06-15 20:46:35,GoFood,M00099,I00594|I00816,93675,3093.13,3093.13,0,0.0,0,0.0,0,,,96768.13
T05699,U00079,2025-06-07 21:59:39,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,1,P006,P018,5000.0
T05700,U00474,2025-06-26 23:49:14,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05701,U00302,2025-06-17 11:57:38,GoFood,M00155,I00405|I00826,89906,7891.3,7891.3,0,0.0,0,0.0,0,,,97797.3
T05702,U00481,2025-06-16 12:41:01,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05703,U00464,2025-06-08 02:50:39,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P008,,5000.0
T05704,U00800,2025-06-17 21:15:51,GoFood,M00237,I00683|I00781,171314,4645.11,4645.11,0,0.0,0,0.0,0,,,175959.11
T05705,U00775,2025-06-26 14:54:14,GoFood,M00015,I00391|I00580|I00836,146589,4524.75,4524.75,0,0.0,0,0.0,0,,,151113.75
T05706,U00447,2025-06-23 17:25:01,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05707,U00065,2025-06-09 13:06:52,GoFood,M00040,I00020|I00524|I00635,165837,9444.74,9444.74,0,0.0,0,0.0,0,,,175281.74
T05708,U00480,2025-06-25 20:42:18,GoFood,M00126,I00536|I00335|I00158,129270,5686.32,5686.32,15,19390.5,0,0.0,0,P008,,115565.82
T05709,U00396,2025-06-23 16:31:38,GoFood,M00280,I00659,17703,8473.49,8473.49,20,3540.6,0,0.0,0,P043,,22635.89
T05710,U00200,2025-06-18 14:43:10,GoFood,M00223,I00308|I00727,64933,10320.43,10320.43,0,0.0,0,0.0,0,,,75253.43
T05711,U00573,2025-06-02 19:44:06,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05712,U00747,2025-06-04 20:48:14,GoFood,M00305,I00369|I00117|I00100,206868,3439.37,3439.37,0,0.0,0,0.0,0,,,210307.37
T05713,U00029,2025-06-01 18:27:26,GoRide,,,0,0.0,0.0,10,0.0,0,0.0,1,P016,P048,5000.0
T05714,U00747,2025-06-02 03:43:57,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05715,U00385,2025-06-29 03:56:58,GoFood,M00241,I00308,29469,8805.81,8805.81,10,2946.9,0,0.0,0,P009,,35327.91
T05716,U00591,2025-06-10 22:02:59,GoFood,M00186,I00831|I00731,145115,4610.91,4610.91,10,14511.5,0,0.0,0,P004,,135214.41
T05717,U00284,2025-06-01 23:13:52,GoFood,M00297,I00891,42732,10843.86,10843.86,0,0.0,0,0.0,0,,,53575.86
T05718,U00171,2025-06-06 19:15:01,GoFood,M00250,I00599|I00274,57867,3755.93,3755.93,10,5786.7,0,0.0,0,P041,,55836.23
T05719,U00141,2025-06-28 22:20:09,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05720,U00718,2025-06-17 11:52:17,GoFood,M00201,I00579|I00364,103871,5588.16,0.0,0,0.0,5,5193.55,1,P002,P034,103871.0
T05721,U00190,2025-06-23 12:48:09,GoFood,M00037,I00088,49892,8820.4,8820.4,10,4989.2,0,0.0,0,P053,,53723.2
T05722,U00003,2025-06-06 21:02:55,GoFood,M00080,I00672|I00279|I00657,111720,5298.13,5298.13,20,22344.0,0,0.0,0,P006,,94674.13
T05723,U00352,2025-06-29 20:33:59,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05724,U00242,2025-06-21 20:31:53,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05725,U00323,2025-06-03 13:29:13,GoFood,M00144,I00616,40851,8799.09,8799.09,0,0.0,0,0.0,0,,,49650.09
T05726,U00085,2025-06-09 18:07:24,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05727,U00261,2025-06-16 17:53:47,GoCar,,,0,0.0,0.0,0,0.0,15,0.0,0,P051,,5000.0
T05728,U00594,2025-06-03 17:31:58,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05729,U00793,2025-06-25 23:44:25,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05730,U00519,2025-06-13 17:24:54,GoCar,,,0,0.0,0.0,20,0.0,0,0.0,0,P032,,5000.0
T05731,U00177,2025-06-20 18:11:37,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P018,5000.0
T05732,U00632,2025-06-03 17:48:50,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05733,U00479,2025-06-22 13:21:52,GoFood,M00296,I00774,41343,11297.85,11297.85,0,0.0,0,0.0,0,,,52640.85
T05734,U00625,2025-06-30 18:14:10,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,1,,P003,5000.0
T05735,U00672,2025-06-12 03:00:31,GoFood,M00001,I00593,58342,7924.02,7924.02,20,11668.4,0,0.0,0,P033,,54597.62
T05736,U00407,2025-06-22 17:38:48,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05737,U00134,2025-06-08 05:18:59,GoFood,M00299,I00269|I00147,96111,3640.85,3640.85,15,14416.65,0,0.0,0,P023,,85335.2
T05738,U00610,2025-06-09 11:27:51,GoFood,M00010,I00265,131496,4480.44,4480.44,0,0.0,0,0.0,0,,,135976.44
T05739,U00554,2025-06-14 21:54:42,GoFood,M00212,I00795|I00489|I00899,161925,2699.4,2699.4,0,0.0,0,0.0,0,,,164624.4
T05740,U00619,2025-06-14 20:11:24,GoFood,M00214,I00021|I00793,266568,4634.35,0.0,10,26656.8,0,0.0,1,P055,P030,239911.2
T05741,U00318,2025-06-11 18:46:51,GoFood,M00018,I00792|I00024|I00720,192932,9108.01,9108.01,0,0.0,0,0.0,0,,,202040.01
T05742,U00683,2025-06-24 23:26:39,GoFood,M00077,I00900|I00085,125393,3083.35,0.0,20,25078.6,0,0.0,1,P007,P013,100314.4
T05743,U00677,2025-06-18 22:31:07,GoFood,M00210,I00324,42666,9700.3,9700.3,0,0.0,0,0.0,0,,,52366.3
T05744,U00617,2025-06-08 19:48:34,GoFood,M00169,I00824|I00587|I00282,163436,6476.25,0.0,15,24515.4,0,0.0,1,P038,P018,138920.6
T05745,U00632,2025-06-12 20:57:41,GoFood,M00037,I00116|I00778,108895,6462.5,0.0,0,0.0,0,0.0,1,,P015,108895.0
T05746,U00388,2025-06-10 19:33:13,GoFood,M00292,I00200|I00077,78837,8422.94,0.0,20,15767.4,0,0.0,1,P006,P010,63069.6
T05747,U00282,2025-06-29 08:57:56,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05748,U00324,2025-06-14 14:22:04,GoFood,M00097,I00232|I00870|I00611,97245,7737.13,7737.13,10,9724.5,0,0.0,0,P022,,95257.63
T05749,U00727,2025-06-21 13:04:53,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05750,U00688,2025-06-11 16:40:42,GoFood,M00160,I00198,54889,5634.87,0.0,0,0.0,0,0.0,1,,P003,54889.0
T05751,U00011,2025-06-24 18:59:59,GoFood,M00219,I00740|I00273,127026,8506.53,8506.53,0,0.0,0,0.0,0,,,135532.53
T05752,U00774,2025-06-13 17:54:58,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05753,U00721,2025-06-26 13:54:08,GoFood,M00100,I00810|I00384|I00519,105377,10901.05,10901.05,15,15806.55,0,0.0,0,P041,,100471.5
T05754,U00700,2025-06-21 15:48:03,GoFood,M00279,I00055,28965,7955.64,7955.64,0,0.0,0,0.0,0,,,36920.64
T05755,U00475,2025-06-23 07:02:52,GoFood,M00112,I00335|I00843|I00776,169488,5194.26,5194.26,0,0.0,0,0.0,0,,,174682.26
T05756,U00141,2025-06-19 10:35:30,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05757,U00093,2025-06-13 10:34:24,GoRide,,,0,0.0,0.0,0,0.0,5,0.0,0,P017,,5000.0
T05758,U00159,2025-06-07 15:28:01,GoRide,,,0,0.0,0.0,20,0.0,0,0.0,0,P012,,5000.0
T05759,U00357,2025-06-04 18:13:00,GoFood,M00310,I00279|I00317,73668,8527.15,8527.15,0,0.0,0,0.0,0,,,82195.15
T05760,U00081,2025-06-23 09:41:45,GoFood,M00046,I00387,41930,8602.46,8602.46,0,0.0,0,0.0,0,,,50532.46
T05761,U00690,2025-06-01 16:07:01,GoFood,M00196,I00865|I00448,138349,6814.92,6814.92,0,0.0,0,0.0,0,,,145163.92
T05762,U00162,2025-06-07 22:20:37,GoFood,M00049,I00149,47678,3306.62,3306.62,0,0.0,0,0.0,0,,,50984.62
T05763,U00552,2025-06-14 23:48:48,GoFood,M00212,I00899,15228,11599.53,11599.53,0,0.0,0,0.0,0,,,26827.53
T05764,U00199,2025-06-04 12:17:49,GoFood,M00080,I00605|I00793,174205,4856.73,4856.73,0,0.0,0,0.0,0,,,179061.73
T05765,U00775,2025-06-25 19:40:32,GoFood,M00275,I00069|I00670|I00895,80670,4531.19,4531.19,20,16134.0,0,0.0,0,P032,,69067.19
T05766,U00295,2025-06-03 11:22:03,GoFood,M00058,I00293|I00729|I00721,224935,6048.46,6048.46,0,0.0,0,0.0,0,,,230983.46
T05767,U00541,2025-06-04 14:58:16,GoFood,M00038,I00082|I00196|I00876,170845,6557.74,6557.74,0,0.0,0,0.0,0,,,177402.74
T05768,U00448,2025-06-24 14:46:27,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,1,P055,P003,5000.0
T05769,U00190,2025-06-04 11:00:45,GoFood,M00315,I00664|I00661|I00403,158178,8207.02,8207.02,15,23726.7,0,0.0,0,P021,,142658.32
T05770,U00645,2025-06-29 13:48:39,GoFood,M00129,I00756,65051,2968.13,2968.13,0,0.0,0,0.0,0,,,68019.13
T05771,U00313,2025-06-13 22:04:01,GoFood,M00112,I00776|I00843|I00073,102239,6083.58,6083.58,0,0.0,0,0.0,0,,,108322.58
T05772,U00653,2025-06-29 23:08:46,GoCar,,,0,0.0,0.0,15,0.0,0,0.0,0,P045,,5000.0
T05773,U00772,2025-06-22 21:08:55,GoFood,M00185,I00794|I00085|I00055,135616,9279.41,9279.41,0,0.0,0,0.0,0,,,144895.41
T05774,U00617,2025-06-14 21:00:08,GoFood,M00068,I00707|I00097|I00121,133081,6384.86,6384.86,0,0.0,0,0.0,0,,,139465.86
T05775,U00076,2025-06-09 07:55:36,GoFood,M00111,I00372,28624,5916.7,5916.7,10,2862.4,0,0.0,0,P053,,31678.3
T05776,U00392,2025-06-05 06:54:59,GoFood,M00178,I00648|I00796|I00045,88987,8187.72,0.0,10,8898.7,0,0.0,1,P033,P018,80088.3
T05777,U00634,2025-06-12 14:58:05,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05778,U00567,2025-06-20 19:43:52,GoFood,M00219,I00325|I00438|I00768,86489,3260.84,3260.84,0,0.0,0,0.0,0,,,89749.84
T05779,U00061,2025-06-20 06:41:20,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05780,U00773,2025-06-09 11:17:27,GoFood,M00146,I00075|I00202|I00387,136579,11090.46,11090.46,0,0.0,0,0.0,0,,,147669.46
T05781,U00183,2025-06-04 12:48:40,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05782,U00459,2025-06-02 13:58:29,GoFood,M00130,I00270|I00516|I00228,223334,11224.72,11224.72,10,22333.4,0,0.0,0,P054,,212225.32
T05783,U00593,2025-06-01 13:37:51,GoRide,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05784,U00220,2025-06-15 19:50:41,GoFood,M00094,I00376|I00351,68749,8635.5,8635.5,20,13749.8,0,0.0,0,P033,,63634.7
T05785,U00302,2025-06-07 17:35:57,GoFood,M00187,I00497|I00241|I00038,127823,11504.47,11504.47,0,0.0,0,0.0,0,,,139327.47
T05786,U00432,2025-06-24 18:06:13,GoCar,,,0,0.0,0.0,0,0.0,0,0.0,0,,,5000.0
T05787,U00697,2025-06-12 02:20:43,GoFood,M00074,I00539|I00244|I00302,246402,8149.85,8149.85,0,0.0,0,0.0,0,,,254551.85
T05788,U00442,2025-06-08 20:04:33,GoFood,M00234,I00530|I00412|I00441,105714,11205.89,0.0,0,0.0,0,0.0,1,,P030,105714.0
T05789,U00532,2025-06-03 10:47:09,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P041,,5000.0
T05790,U00626,2025-06-04 20:08:24,GoCar,,,0,0.0,0.0,10,0.0,0,0.0,0,P016,,5000.0
T05791,U00076,2025-06-03 18:21:16,GoRide,,,0,0.0,0.0,15,0.0,0,0.0,0,P027,,5000.0
